conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username
1976277359365157238,Fri Oct 10 14:46:18 +0000 2025,5,@BolaSepakTRG @FAM_Malaysia setuju https://t.co/duH21Ta7lj,1976660566174494725,https://pbs.twimg.com/media/G26CRSqaEAAkZaY.png,BolaSepakTRG,in,,0,0,1,https://x.com/undefined/status/1976660566174494725,1472549466976649228,
1976613906903867700,Fri Oct 10 14:45:05 +0000 2025,1,@fnasrom Dengan Mat Salleh @FAM_Malaysia jadi Pengecut dulu dengan HC tempatan laju je bagi denda,1976660262750241156,,fnasrom,in,,0,0,0,https://x.com/undefined/status/1976660262750241156,1126865598762192896,
1976659904737026127,Fri Oct 10 14:43:40 +0000 2025,0,Yang bayar gaji coach Harimau Malaya ni @HRHJohorII ke @FAM_Malaysia? Selamba dia kutuk FAM.,1976659904737026127,,,in,,0,0,0,https://x.com/undefined/status/1976659904737026127,261959532,
1976486758679445815,Fri Oct 10 14:05:03 +0000 2025,0,@yudhandjoel @FlashSukan @FAM_Malaysia @HRHJohorII Takpayah nak masuk campur hal Tim Malaysia kalau Tim indog pun Masih tunggang langgang.,1976650188329800138,,yudhandjoel,in,,0,1,0,https://x.com/undefined/status/1976650188329800138,236257387,
1976486758679445815,Fri Oct 10 14:04:37 +0000 2025,0,@yudhandjoel @FlashSukan @FAM_Malaysia @HRHJohorII TMJ tak main wayang dia main hasil. Itu yang buat ramai konoha terbakar.,1976650075511382173,,yudhandjoel,in,,0,1,0,https://x.com/undefined/status/1976650075511382173,2787657925,
1976648047443812819,Fri Oct 10 13:56:33 +0000 2025,0,Makin kelakar bola Malaysia ni. Bila dtg masalah masing² menyalahkan sesama sendiri. Dah macam netizen. Bukan ke seeloknya korang bersatu baik fam nt &amp; sebagainya. Kata leader dah hilang ke sifat collective responsibility. Ni main² up nama. What a cowardly move.,1976648047443812819,,,in,,0,0,0,https://x.com/undefined/status/1976648047443812819,3140963456,
1976564497100738825,Fri Oct 10 13:40:41 +0000 2025,2,@wallpassjournal @FAM_Malaysia @saifnasution Sila baca Indon bodoh https://t.co/LROyrx2ty6,1976644052599841256,https://pbs.twimg.com/media/G25zSD1bEAABvq4.jpg,wallpassjournal,in,,0,3,0,https://x.com/undefined/status/1976644052599841256,410884072,
1976640669696630785,Fri Oct 10 13:27:16 +0000 2025,0,Skuad junior bola sepak wanita kebangsaan ini bakal menghadapi cabaran kempen Kumpulan A Kelayakan Piala Asia Wanita B-17 2026 di Dushanbe bermula Isnin ini 13 Oktober hingga Jumaat 17 Oktober 2025. #FAM #HarimauMalaya #MalayanTigress #U17WAC,1976640676831080468,,FAM_Malaysia,in,,0,0,0,https://x.com/undefined/status/1976640676831080468,3191632944,
1976640669696630785,Fri Oct 10 13:27:14 +0000 2025,9,Skuad Malayan Tigress B-17 kendalian Leila Chua selamat tiba di Dushanbe Tajikistan dari Tashkent Uzbekistan petang tadi selepas menghadapi perlawanan persahabatan tertutup menentang skuad bola sepak wanita B-17 Uzbekistan semalam. https://t.co/Nr3Bz9TZ8W,1976640669696630785,https://pbs.twimg.com/media/G25wMX7WEAAiPXs.jpg,,in,,0,1,0,https://x.com/undefined/status/1976640669696630785,3191632944,
1976561118773711327,Fri Oct 10 13:08:38 +0000 2025,2,@Luqmanelhakem @rajanyucare usop fam dah ckp dah dia x nk ulas pasal tu..nmpk sgt telur kene genggam..mana maruah FAM sebagai organisasi yg menjaga skuad kebangsaan..makin rosak oiii enviroment bola sepak malaysia....,1976635989071393093,,Luqmanelhakem,in,,0,2,0,https://x.com/undefined/status/1976635989071393093,1802713627818074112,
